Produto Id __,Categoria,Categorias Nome,subCategoria Id,Categoria de Tamanho id,Código Ref,Possui Variação,Produto,Descrição,Concentrado,TMP Concentrado,Look Valor Variação,TMP Valor Variação,TMP Promoção Variação,Valor Original,Se valor promocional,Valor Correto Original,Se valor promocional variação,Se valor correto,Variações do Produto,Valor Final do Produto com Variação,TMP Valor vitrine,Soma total,TMP Valor total,Imagem,Se Imagem,Entry Quantidade,Entry Tamanhos,TMP Chave tripla,TMP_Produto ID + Fragrancia ID,Mensagem Whatsapp,Link Whatsapp,Conta Relacionado,Nome/Tamanho nome,Novidades,Mais Vendidos,Soma mais vendidos,Soma os mais vendidos,Primeira Imagem,Entry Cor antigo,Entry Fragrância,Nome/Fragrância nome,Indisponível,Tamanho sem cor,Cores dos Produtos,Entry Cor,Nome/Cor Nome,Promoção Original
qVIgsczpRDeOLHpzYNIoKQ,m1kvokUKQTGD4e7OjGYWIQ,Linha de Tratamentos,1Jz.YY2FRdugB..wG9c9Kw,OVY3BHlhR4ebyIZM4nNGFg,,Tem variação,Pós Obra (BELLINZONI),,," a partir de R$30,30",,,,"30,3","30,3","R$30,30",,,"1L   R$ 30,30
 5L   R$ 136,00","1L   R$ 30,30
 5L   R$ 136,00","a partir de R$30,30",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/TQgd89dlqGSHxMdpiWI0.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/TQgd89dlqGSHxMdpiWI0.png,,,qVIgsczpRDeOLHpzYNIoKQ   ,qVIgsczpRDeOLHpzYNIoKQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra (BELLINZONI)%0A
#c, #n%0A%0A
 x R$30,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra (BELLINZONI)%0A
#c, #n%0A%0A
 x R$30,30 -> %0A%0A
Obrigado",24,,,true,14,5396,,,,,,,,,,
wVsA2JDKQsaqWL2mgh3IKA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7891055772201,Não tem variação,Pano Multiuso Microfibra 35X35cm (CONDOR),,," a partir de R$11,30",,,,"11,3","11,3","R$11,30",,"R$11,30",,"R$11,30","a partir de R$11,30",," x R$11,30 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bkGZPefPfN35vaLindQK.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bkGZPefPfN35vaLindQK.png,,,wVsA2JDKQsaqWL2mgh3IKA   ,wVsA2JDKQsaqWL2mgh3IKA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Multiuso Microfibra 35X35cm (CONDOR)%0A
#c, #n%0A%0A
 x R$11,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Multiuso Microfibra 35X35cm (CONDOR)%0A
#c, #n%0A%0A
 x R$11,30 -> %0A%0A
Obrigado",28,,,,8,5396,,,,,,,"a9aZG-NITaatv3Hw7U25jQ,zkdvUb.jTG2Ve8zi-8Jnlg,o7B3dBl7SuuVkoXmUwpj-A",,,
Qbjo8FiYTBuUmvIdg6rEGg,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7891055782408,Não tem variação,Pano Cozinha Esfrega/Seca (CONDOR),,," a partir de R$13,40",,,,"13,4","13,4","R$13,40",,"R$13,40",,"R$13,40","a partir de R$13,40",," x R$13,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/aQvcUNDOxfuqkskZdBlB.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/aQvcUNDOxfuqkskZdBlB.png,,,Qbjo8FiYTBuUmvIdg6rEGg   ,Qbjo8FiYTBuUmvIdg6rEGg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Cozinha Esfrega/Seca (CONDOR)%0A
#c, #n%0A%0A
 x R$13,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Cozinha Esfrega/Seca (CONDOR)%0A
#c, #n%0A%0A
 x R$13,40 -> %0A%0A
Obrigado",28,,,,6,5396,,,,,,,"o7B3dBl7SuuVkoXmUwpj-A,ZEhfbn5yRIGIK9U1Emze.Q",,,
FD5rGPLORNaLdb.H34A7HQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,M7yNMddeQ-yfTVz6KtyLrg,4fbKznm1SBK0oo9kp.oM7Q,7891055782408,Não tem variação,Pano Cozinha Esfrega/Seca (CONDOR),,," a partir de R$13,40",,,,"13,4","13,4","R$13,40",,"R$13,40",,"R$13,40","a partir de R$13,40",," x R$13,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6HgaLSvLd0Q4X6yb5HU5.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6HgaLSvLd0Q4X6yb5HU5.png,,,FD5rGPLORNaLdb.H34A7HQ   ,FD5rGPLORNaLdb.H34A7HQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Cozinha Esfrega/Seca (CONDOR)%0A
#c, #n%0A%0A
 x R$13,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano Cozinha Esfrega/Seca (CONDOR)%0A
#c, #n%0A%0A
 x R$13,40 -> %0A%0A
Obrigado",20,,,,1,5396,,,,,,,"o7B3dBl7SuuVkoXmUwpj-A,ZEhfbn5yRIGIK9U1Emze.Q",,,
fRvhhgHdRO-nNl3tCIAtNw,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7891055772300,Não tem variação,Pano de Alto Desempenho Microfibra 38X30cm (CONDOR),"Pano Multiuso para Vidros e Eletrônicos da Condor, é ideal para limpeza de vidros e eletrônicos, com a sua exclusiva tecnologia remove manchas sem riscar enão solta pelos. Vamos renovar a casa e deixar tudo brilhando. Tirar aquele vaso lindo do armário, decorar a mesa do jantar, preparar um momento especial para a família e deixar a música rolar",," a partir de R$12,70",,,,"12,7","12,7","R$12,70",,"R$12,70",,"R$12,70","a partir de R$12,70",," x R$12,70 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v44ONJtoeNFSh7po5uoB.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v44ONJtoeNFSh7po5uoB.png,,,fRvhhgHdRO-nNl3tCIAtNw   ,fRvhhgHdRO-nNl3tCIAtNw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Alto Desempenho Microfibra 38X30cm (CONDOR)%0A
#c, #n%0A%0A
 x R$12,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Alto Desempenho Microfibra 38X30cm (CONDOR)%0A
#c, #n%0A%0A
 x R$12,70 -> %0A%0A
Obrigado",28,,,,9,5396,,,,,,,,,,
TV8DbUq6SP-LbDS-kcmuGA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7891055786802,Não tem variação,Pano de Prato Love Sensações 60X40cm (CONDOR),,," a partir de R$17,20",,,,"17,2","17,2","R$17,20",,"R$17,20",,"R$17,20","a partir de R$17,20",," x R$17,20 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bv89QRFRPFHMiljZkcqe.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/bv89QRFRPFHMiljZkcqe.png,,,TV8DbUq6SP-LbDS-kcmuGA   ,TV8DbUq6SP-LbDS-kcmuGA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Prato Love Sensações 60X40cm (CONDOR)%0A
#c, #n%0A%0A
 x R$17,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Prato Love Sensações 60X40cm (CONDOR)%0A
#c, #n%0A%0A
 x R$17,20 -> %0A%0A
Obrigado",28,,,,6,5396,,,,,,,,,,
AEZKzdsZTSSeNWthUOU3UQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,M7yNMddeQ-yfTVz6KtyLrg,4fbKznm1SBK0oo9kp.oM7Q,7891055786802,Não tem variação,Pano de Prato Love Sensações 60X40cm (CONDOR),,," a partir de R$17,20",,,,"17,2","17,2","R$17,20",,"R$17,20",,"R$17,20","a partir de R$17,20",," x R$17,20 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OZkZ1QmtgIe04gpY8yjd.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/OZkZ1QmtgIe04gpY8yjd.png,,,AEZKzdsZTSSeNWthUOU3UQ   ,AEZKzdsZTSSeNWthUOU3UQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Prato Love Sensações 60X40cm (CONDOR)%0A
#c, #n%0A%0A
 x R$17,20 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Prato Love Sensações 60X40cm (CONDOR)%0A
#c, #n%0A%0A
 x R$17,20 -> %0A%0A
Obrigado",20,,,,2,5396,,,,,,,,,,
oUP5nQkGT5SV0dP2Vq11JA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,7896355703597,Não tem variação,Lixeira Basculante C/ Tampa Preta 60L (SANTANA),,," a partir de R$52,60",,,,"52,6","52,6","R$52,60",,"R$52,60",,"R$52,60","a partir de R$52,60",," x R$52,60 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fkMnh6BkPhfzZrQ0jmow.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/fkMnh6BkPhfzZrQ0jmow.png,,,oUP5nQkGT5SV0dP2Vq11JA   ,oUP5nQkGT5SV0dP2Vq11JA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Basculante C/ Tampa Preta 60L (SANTANA)%0A
#c, #n%0A%0A
 x R$52,60 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Basculante C/ Tampa Preta 60L (SANTANA)%0A
#c, #n%0A%0A
 x R$52,60 -> %0A%0A
Obrigado",76,,,,4,5396,,,,,,,,,,
pXCXIKqsTE2aK1AiqXKyGQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,1efX3.JjTqq1A6wqNY47IA,4fbKznm1SBK0oo9kp.oM7Q,,Tem variação,Lixeira Inox C/ Pedal Agata (MOR),,," a partir de R$62,50",,,,"62,5","62,5","R$62,50",,,"5L   R$ 68,80
 12L   R$ 130,40
 20L   R$ 205,00
 30L   R$ 278,80
 3L   R$ 52,20","5L   R$ 68,80
 12L   R$ 130,40
 20L   R$ 205,00
 30L   R$ 278,80
 3L   R$ 52,20","a partir de R$62,50",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/C4fieTW9geo4WvW1x6nc.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/C4fieTW9geo4WvW1x6nc.png,,,pXCXIKqsTE2aK1AiqXKyGQ   ,pXCXIKqsTE2aK1AiqXKyGQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Inox C/ Pedal Agata (MOR)%0A
#c, #n%0A%0A
 x R$62,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Lixeira Inox C/ Pedal Agata (MOR)%0A
#c, #n%0A%0A
 x R$62,50 -> %0A%0A
Obrigado",76,,,,3,5396,,,,,,,,,,
s0vKL56TQqyADU4Hh9kctw,DbmqrHlzRHCl25L7ycxNqA,Dispenser,LzANmU3uRRGUHwtlSkG1dg,MffGbntoQ-23RGb9BSs8yg,7898373172980,Não tem variação,Dispenser P/ Sabonete C/ Reservatório Branco (EXACCTA),,," a partir de R$53,40",,,,"53,4","53,4","R$53,40",,"R$53,40",,"R$53,40","a partir de R$53,40",," x R$53,40 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/o6xOO7Pjlbqt2Gcj4aj1.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/o6xOO7Pjlbqt2Gcj4aj1.png,,,s0vKL56TQqyADU4Hh9kctw   ,s0vKL56TQqyADU4Hh9kctw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Dispenser P/ Sabonete C/ Reservatório Branco (EXACCTA)%0A
#c, #n%0A%0A
 x R$53,40 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Dispenser P/ Sabonete C/ Reservatório Branco (EXACCTA)%0A
#c, #n%0A%0A
 x R$53,40 -> %0A%0A
Obrigado",11,,,,6,5396,,,,,,,,,,
FMMUEmgMTXqCeBfk-Woj8Q,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,6jb1-4M5QTmLkGJIbdTJGA,Nlfwazk9RPKFunUcFg8mTA,,Tem variação,Toalha Siliconada Transparente,A toalha é vendida por metro e o valor da unidade de compra é referente a 1 metro da toalha.,," a partir de R$12,00",42,"R$ 42,00",,12,12,"R$12,00","R$ 42,00","R$ 42,00","15 micras   R$ 12,00
 20 micras   R$ 16,50
 40 micras   R$ 42,00","15 micras   R$ 12,00
 20 micras   R$ 16,50
 40 micras   R$ 42,00","a partir de R$12,00",42,"1 x R$ 42,00 -> R$ 42,00 ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6CQfYEif1JWYeJVWV3ql.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/6CQfYEif1JWYeJVWV3ql.png,1,NnuSSmJ7SqO96TLMQslKCw,FMMUEmgMTXqCeBfk-Woj8Q NnuSSmJ7SqO96TLMQslKCw  ,FMMUEmgMTXqCeBfk-Woj8Q ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Toalha Siliconada Transparente%0A
#c, #n%0A%0A
1 x R$12,00 -> R$ 42,00%0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Toalha Siliconada Transparente%0A
#c, #n%0A%0A
1 x R$12,00 -> R$ 42,00%0A%0A
Obrigado",9,40 micras,,,3,5396,,,,,,,,,,
69ZYhz8ESj-ngZMaPwezXQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,GQwRsO4oQU-ICiVvHwXmEA,4fbKznm1SBK0oo9kp.oM7Q,7898374007564,Não tem variação,Mesa de Passar Anna Bella (AÇOMIX) ,,," a partir de R$127,70",,,,"127,7","127,7","R$127,70",,"R$127,70",,"R$127,70","a partir de R$127,70",," x R$127,70 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/3Uh4aWOwhAOeXtIk0kmU.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/3Uh4aWOwhAOeXtIk0kmU.png,,,69ZYhz8ESj-ngZMaPwezXQ   ,69ZYhz8ESj-ngZMaPwezXQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Mesa de Passar Anna Bella (AÇOMIX) %0A
#c, #n%0A%0A
 x R$127,70 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Mesa de Passar Anna Bella (AÇOMIX) %0A
#c, #n%0A%0A
 x R$127,70 -> %0A%0A
Obrigado",3,,,,3,5396,,,,,,,,,,
Ve2LKXUxSVa5Z-F3claeag,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA,11280,Tem variação,Passadeira Algodão (ERNANI),Contate nossa vendedora pelo WhatsApp para escolher seu modelo preferido.,," a partir de R$97,50",,,,"97,5","97,5","R$97,50",,,"1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00","1,5M   R$ 82,50
 2M   R$ 112,50
 2,5M   R$ 127,50
 3M   R$ 135,00","a partir de R$97,50",, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/FS2Lvpo7hKlS99pOajgl.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/FS2Lvpo7hKlS99pOajgl.png,,,Ve2LKXUxSVa5Z-F3claeag   ,Ve2LKXUxSVa5Z-F3claeag ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Passadeira Algodão (ERNANI)%0A
#c, #n%0A%0A
 x R$97,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Passadeira Algodão (ERNANI)%0A
#c, #n%0A%0A
 x R$97,50 -> %0A%0A
Obrigado",51,,,,5,5396,,,,,,,,,,
SIkTJ5OgTd-1G5cUpCVf3w,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7898470063808,Não tem variação,Pós Obra 1L (BELLINZONI),,," a partir de R$30,30",,,,"30,3","30,3","R$30,30",,"R$30,30",,"R$30,30","a partir de R$30,30",," x R$30,30 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SCqxnfZOgyOm6bwtx1uQ.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/SCqxnfZOgyOm6bwtx1uQ.png,,,SIkTJ5OgTd-1G5cUpCVf3w   ,SIkTJ5OgTd-1G5cUpCVf3w ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra 1L (BELLINZONI)%0A
#c, #n%0A%0A
 x R$30,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pós Obra 1L (BELLINZONI)%0A
#c, #n%0A%0A
 x R$30,30 -> %0A%0A
Obrigado",94,,,,9,5396,,,,,,,,,,
ULV45c9rQkCmnhQUYcsZzg,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,VJL6LvJRRJud6Z2WGKu4xA,PZOwW1.1ROSiob7KmFoQKw,7896098905906,Não tem variação,Sabão em Barra PCT. C/5 de 180g (YPÊ),,," a partir de R$15,00",,,,15,15,"R$15,00",,"R$15,00",,"R$15,00","a partir de R$15,00",," x R$15,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/1zamarlaXCh9FeNcpf6v.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/1zamarlaXCh9FeNcpf6v.png,,,ULV45c9rQkCmnhQUYcsZzg   ,ULV45c9rQkCmnhQUYcsZzg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabão em Barra PCT. C/5 de 180g (YPÊ)%0A
#c, #n%0A%0A
 x R$15,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabão em Barra PCT. C/5 de 180g (YPÊ)%0A
#c, #n%0A%0A
 x R$15,00 -> %0A%0A
Obrigado",94,,,,9,5396,,,,,,,,,,
Froy6WDIT-iH0fxlXFyxTg,7cSejxtDR-mcKsaHVh5SZg,Linha Decorativa,GzETZAK2TgWpSwQbb2m.HQ,Nlfwazk9RPKFunUcFg8mTA,11169,Não tem variação,Tapete de Algodão Porta (ERNANI),Contate uma de nossas vendedoras pelo WhatsApp para escolher seu modelo preferido.,," a partir de R$31,50",,,,"31,5","31,5","R$31,50",,"R$31,50",,"R$31,50","a partir de R$31,50",," x R$31,50 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/lOieUr9qaUnaKxWpB8DW.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/lOieUr9qaUnaKxWpB8DW.png,,,Froy6WDIT-iH0fxlXFyxTg   ,Froy6WDIT-iH0fxlXFyxTg ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete de Algodão Porta (ERNANI)%0A
#c, #n%0A%0A
 x R$31,50 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Tapete de Algodão Porta (ERNANI)%0A
#c, #n%0A%0A
 x R$31,50 -> %0A%0A
Obrigado",51,,,,7,5396,,,,,,,,,,
CfHdhXwrS06DEgR.YviLuQ,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,NE6lB2jhRrWYr62QZZtEdg,4fbKznm1SBK0oo9kp.oM7Q,7897070103488,Não tem variação,Bucha Vegetal Pedaço Brasileirinha,,," a partir de R$6,00",,,,6,6,"R$6,00",,"R$6,00",,"R$6,00","a partir de R$6,00",," x R$6,00 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v1feYVmPOpMc0MLAG3hG.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/v1feYVmPOpMc0MLAG3hG.png,,,CfHdhXwrS06DEgR.YviLuQ   ,CfHdhXwrS06DEgR.YviLuQ ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Bucha Vegetal Pedaço Brasileirinha%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Bucha Vegetal Pedaço Brasileirinha%0A
#c, #n%0A%0A
 x R$6,00 -> %0A%0A
Obrigado",29,,,,2,5396,,,,,,,,,,
igjVeRC1TKy2yiboVt0UdA,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7898933703296,Não tem variação,Pano de Pia Simples 30X45 (MERCATEX),,," a partir de R$2,10",,,,"2,1","2,1","R$2,10",,"R$2,10",,"R$2,10","a partir de R$2,10",," x R$2,10 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/HfG78hmTNvXVuEvTM4h8.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/HfG78hmTNvXVuEvTM4h8.png,,,igjVeRC1TKy2yiboVt0UdA   ,igjVeRC1TKy2yiboVt0UdA ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Pia Simples 30X45 (MERCATEX)%0A
#c, #n%0A%0A
 x R$2,10 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Pia Simples 30X45 (MERCATEX)%0A
#c, #n%0A%0A
 x R$2,10 -> %0A%0A
Obrigado",28,,,,6,5396,,,,,,,,,,
IFRUTTuIT6-1LYNsv-Ax1A,2L75YK-NQhCO3CYlFwNiGA,Equipamentos e Utensílios ,PerFBGWhSV6q.warjJHiBg,4fbKznm1SBK0oo9kp.oM7Q,7898933703791,Não tem variação,Pano de Pia Duplo Alvejado 30X45 (MERCATEX),,," a partir de R$3,30",,,,"3,3","3,3","R$3,30",,"R$3,30",,"R$3,30","a partir de R$3,30",," x R$3,30 ->  ",https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hWvMpvQcziAA2FX8kA44.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/hWvMpvQcziAA2FX8kA44.png,,,IFRUTTuIT6-1LYNsv-Ax1A   ,IFRUTTuIT6-1LYNsv-Ax1A ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Pia Duplo Alvejado 30X45 (MERCATEX)%0A
#c, #n%0A%0A
 x R$3,30 -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Pano de Pia Duplo Alvejado 30X45 (MERCATEX)%0A
#c, #n%0A%0A
 x R$3,30 -> %0A%0A
Obrigado",28,,,,8,5396,,,,,,,,,,
a6bMet3hQneAPQO8uYNUlw,U81KVgVVTY2jgHJe0TyiAA,Produtos de Limpeza,bi0.J-t.TMCghS7Pm1hlqA,PZOwW1.1ROSiob7KmFoQKw,T-P800EDB | E-700ED | E-700NE | E-700PI,Tem variação,Sabonete Líquido Cremoso Refil (EXACCTA),,, a partir de ,,,,,,,,,"800ml Erva Doce  R$ 12,90
 700ml Erva Doce  R$ 12,90
 700ml Neutro  R$ 12,90
 700ml Pitanga  R$ 12,90","800ml Erva Doce  R$ 12,90
 700ml Erva Doce  R$ 12,90
 700ml Neutro  R$ 12,90
 700ml Pitanga  R$ 12,90",a partir de ,, x  ->  ,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/4xs7i3gHbOOn10i28zkW.png,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/JZGLUuFkN4xCgqMUAHq8/pub/4xs7i3gHbOOn10i28zkW.png,,,a6bMet3hQneAPQO8uYNUlw   ,a6bMet3hQneAPQO8uYNUlw ,"Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabonete Líquido Cremoso Refil (EXACCTA)%0A
#c, #n%0A%0A
 x  -> %0A%0A
Obrigado","https://wa.me/5516997477032?text=Olá%0A
Tenho interesse nesse produto:%0A%0A
Sabonete Líquido Cremoso Refil (EXACCTA)%0A
#c, #n%0A%0A
 x  -> %0A%0A
Obrigado",14,,,,7,5396,,,,,,,,,,
