Row id ValorTamanhoFragrancia,Produto id,Tamanhos id,Valor,Tamanho,TMP Fragrância Cor,Tipo de tamanho id,TMP_Produto ID + Fragrância ID,TMP Chave tripla,Indisponível,TMP Tamanho indisponivel,Lista descritivo,TMP Todas as variações,Codigo Ref,Nome do Produto,Fragrancia id,Fragrancia,Se indisponivel,Valor Promocional,Cores id,Cor
hoarwBG.RQSw-aQvxG.eig,x4ebqTH8TX-WdvkF6LmbOA,m0l1t3aOQcGdKg6quVxwYA,"44,1",7L,"7L   R$ 44,10",PZOwW1.1ROSiob7KmFoQKw,x4ebqTH8TX-WdvkF6LmbOA ,x4ebqTH8TX-WdvkF6LmbOA m0l1t3aOQcGdKg6quVxwYA  ,,7L ,"5L   R$ 34,50_ 7L   R$ 44,10","5L   R$ 34,50
 7L   R$ 44,10",7896098901809,Detergente Neutro (YPÊ),,,,,,
LJOTcL6bR7a3ndmp0XSXEw,LOD-ywKyQzWTE.IyfDCepQ,,"134,9",,"  Preto R$ 134,90",4fbKznm1SBK0oo9kp.oM7Q,LOD-ywKyQzWTE.IyfDCepQ ,LOD-ywKyQzWTE.IyfDCepQ   UP1v2Jx3TbOl7qPc6BHJeA,, ,"  Preto R$ 134,90_   Branco R$ 135,00","  Preto R$ 134,90
   Branco R$ 135,00",,Banqueta Escada Patamar Senior (AÇOMIX) ,,,,,UP1v2Jx3TbOl7qPc6BHJeA,Preto
BN63HNLDRUagSCgY0ogELg,LOD-ywKyQzWTE.IyfDCepQ,,135,,"  Branco R$ 135,00",4fbKznm1SBK0oo9kp.oM7Q,LOD-ywKyQzWTE.IyfDCepQ ,LOD-ywKyQzWTE.IyfDCepQ   L3JTIKxgTSGW5bFijr-3Vw,, ,"  Preto R$ 134,90_   Branco R$ 135,00","  Preto R$ 134,90
   Branco R$ 135,00",,Banqueta Escada Patamar Senior (AÇOMIX) ,,,,,L3JTIKxgTSGW5bFijr-3Vw,Branco
0c6qyBODRWKJ7EBDaJDUCw,hKzLOHTTTX2PojohPre1tQ,,"153,4",,"  Preto R$ 153,40",4fbKznm1SBK0oo9kp.oM7Q,hKzLOHTTTX2PojohPre1tQ ,hKzLOHTTTX2PojohPre1tQ   UP1v2Jx3TbOl7qPc6BHJeA,, ,"  Preto R$ 153,40_   Branco R$ 153,50","  Preto R$ 153,40
   Branco R$ 153,50",,Banqueta Escada Leve Forte (AÇOMIX) ,,,,,UP1v2Jx3TbOl7qPc6BHJeA,Preto
NPQCPRRfQd2YTbOSoxr07g,hKzLOHTTTX2PojohPre1tQ,,"153,5",,"  Branco R$ 153,50",4fbKznm1SBK0oo9kp.oM7Q,hKzLOHTTTX2PojohPre1tQ ,hKzLOHTTTX2PojohPre1tQ   L3JTIKxgTSGW5bFijr-3Vw,, ,"  Preto R$ 153,40_   Branco R$ 153,50","  Preto R$ 153,40
   Branco R$ 153,50",,Banqueta Escada Leve Forte (AÇOMIX) ,,,,,L3JTIKxgTSGW5bFijr-3Vw,Branco
bBp-osjkRUCUoPgRe1cxNg,sPZQWGlzRdK3Y-QnIquXwQ,,"68,3",,"  Amarelo R$ 68,30",4fbKznm1SBK0oo9kp.oM7Q,sPZQWGlzRdK3Y-QnIquXwQ ,sPZQWGlzRdK3Y-QnIquXwQ   a9aZG-NITaatv3Hw7U25jQ,, ,"  Amarelo R$ 68,30_   Verde R$ 68,30_   Vermelho R$ 68,30_   Azul
 R$ 68,30_   Marrom R$ 68,30","  Amarelo R$ 68,30
   Verde R$ 68,30
   Vermelho R$ 68,30
   Azul
 R$ 68,30
   Marrom R$ 68,30",,Lixeira C/ Tampa Basculante 60L (SANTANA),,,,,a9aZG-NITaatv3Hw7U25jQ,Amarelo
5WQ03uOOT0y-v.qQFI4Acw,sPZQWGlzRdK3Y-QnIquXwQ,,"68,3",,"  Verde R$ 68,30",4fbKznm1SBK0oo9kp.oM7Q,sPZQWGlzRdK3Y-QnIquXwQ ,sPZQWGlzRdK3Y-QnIquXwQ   zkdvUb.jTG2Ve8zi-8Jnlg,, ,"  Amarelo R$ 68,30_   Verde R$ 68,30_   Vermelho R$ 68,30_   Azul
 R$ 68,30_   Marrom R$ 68,30","  Amarelo R$ 68,30
   Verde R$ 68,30
   Vermelho R$ 68,30
   Azul
 R$ 68,30
   Marrom R$ 68,30",,Lixeira C/ Tampa Basculante 60L (SANTANA),,,,,zkdvUb.jTG2Ve8zi-8Jnlg,Verde
1tWwaozsQFCTXg.pt4lPqA,sPZQWGlzRdK3Y-QnIquXwQ,,"68,3",,"  Vermelho R$ 68,30",4fbKznm1SBK0oo9kp.oM7Q,sPZQWGlzRdK3Y-QnIquXwQ ,sPZQWGlzRdK3Y-QnIquXwQ   o7B3dBl7SuuVkoXmUwpj-A,, ,"  Amarelo R$ 68,30_   Verde R$ 68,30_   Vermelho R$ 68,30_   Azul
 R$ 68,30_   Marrom R$ 68,30","  Amarelo R$ 68,30
   Verde R$ 68,30
   Vermelho R$ 68,30
   Azul
 R$ 68,30
   Marrom R$ 68,30",,Lixeira C/ Tampa Basculante 60L (SANTANA),,,,,o7B3dBl7SuuVkoXmUwpj-A,Vermelho
M.WtZDHoTESVG-aonNRO7w,sPZQWGlzRdK3Y-QnIquXwQ,,"68,3",,"  Azul
 R$ 68,30",4fbKznm1SBK0oo9kp.oM7Q,sPZQWGlzRdK3Y-QnIquXwQ ,sPZQWGlzRdK3Y-QnIquXwQ   urtYhKd8Q3eqzNC-pkk0jQ,, ,"  Amarelo R$ 68,30_   Verde R$ 68,30_   Vermelho R$ 68,30_   Azul
 R$ 68,30_   Marrom R$ 68,30","  Amarelo R$ 68,30
   Verde R$ 68,30
   Vermelho R$ 68,30
   Azul
 R$ 68,30
   Marrom R$ 68,30",,Lixeira C/ Tampa Basculante 60L (SANTANA),,,,,urtYhKd8Q3eqzNC-pkk0jQ,"Azul
"
1VZMbnraRP6SJAQ9G0oDiQ,sPZQWGlzRdK3Y-QnIquXwQ,,"68,3",,"  Marrom R$ 68,30",4fbKznm1SBK0oo9kp.oM7Q,sPZQWGlzRdK3Y-QnIquXwQ ,sPZQWGlzRdK3Y-QnIquXwQ   dcs6ev0TRXWf.pcfMxuibw,, ,"  Amarelo R$ 68,30_   Verde R$ 68,30_   Vermelho R$ 68,30_   Azul
 R$ 68,30_   Marrom R$ 68,30","  Amarelo R$ 68,30
   Verde R$ 68,30
   Vermelho R$ 68,30
   Azul
 R$ 68,30
   Marrom R$ 68,30",,Lixeira C/ Tampa Basculante 60L (SANTANA),,,,,dcs6ev0TRXWf.pcfMxuibw,Marrom
566th8hWSe-1iy9grZEDOw,rYGBeeqMRRG0S22t.iORIA,PPjx1DVjS9utuv5dgjnp0A,40,20L,"20L   R$ 40,00",4fbKznm1SBK0oo9kp.oM7Q,rYGBeeqMRRG0S22t.iORIA ,rYGBeeqMRRG0S22t.iORIA PPjx1DVjS9utuv5dgjnp0A  ,,20L ,"20L   R$ 40,00_ 100L   R$ 99,50","20L   R$ 40,00
 100L   R$ 99,50",,,,,,,,
1N3DB4iIQ32mp81njLs1og,rYGBeeqMRRG0S22t.iORIA,At49kathRnKqbFMsfzX9bQ,"99,5",100L,"100L   R$ 99,50",4fbKznm1SBK0oo9kp.oM7Q,rYGBeeqMRRG0S22t.iORIA ,rYGBeeqMRRG0S22t.iORIA At49kathRnKqbFMsfzX9bQ  ,,100L ,"20L   R$ 40,00_ 100L   R$ 99,50","20L   R$ 40,00
 100L   R$ 99,50",,,,,,,,
fE7UoXf1SBa4nLzw4JplZQ,UzTmLLr0QGSKRFXK4gIhQg,fRZRrNhIQY-RuERcaio2.g,54,12L,"12L   R$ 54,00",4fbKznm1SBK0oo9kp.oM7Q,UzTmLLr0QGSKRFXK4gIhQg ,UzTmLLr0QGSKRFXK4gIhQg fRZRrNhIQY-RuERcaio2.g  ,,12L ,"12L   R$ 54,00_ 20L   R$ 66,00_ 40L   R$ 137,00","12L   R$ 54,00
 20L   R$ 66,00
 40L   R$ 137,00",7897848775138,Lixeira Branca C/ Pedal (PLASNEW),,,,,,
kXabdsbhT8-H7saAWQeCXg,UzTmLLr0QGSKRFXK4gIhQg,PPjx1DVjS9utuv5dgjnp0A,66,20L,"20L   R$ 66,00",4fbKznm1SBK0oo9kp.oM7Q,UzTmLLr0QGSKRFXK4gIhQg ,UzTmLLr0QGSKRFXK4gIhQg PPjx1DVjS9utuv5dgjnp0A  ,,20L ,"12L   R$ 54,00_ 20L   R$ 66,00_ 40L   R$ 137,00","12L   R$ 54,00
 20L   R$ 66,00
 40L   R$ 137,00",7897848775213,Lixeira Branca C/ Pedal (PLASNEW),,,,,,
6iz0WfDGR8yFSVB06-Lozw,UzTmLLr0QGSKRFXK4gIhQg,PpGz-ZOdT4u2zYuHjb4mmw,137,40L,"40L   R$ 137,00",4fbKznm1SBK0oo9kp.oM7Q,UzTmLLr0QGSKRFXK4gIhQg ,UzTmLLr0QGSKRFXK4gIhQg PpGz-ZOdT4u2zYuHjb4mmw  ,,40L ,"12L   R$ 54,00_ 20L   R$ 66,00_ 40L   R$ 137,00","12L   R$ 54,00
 20L   R$ 66,00
 40L   R$ 137,00",7897848775411,Lixeira Branca C/ Pedal (PLASNEW),,,,,,
JIJwo9-ERaKcO2nv09cJpw,5NxBZ9bTRE-eMyDi3sVqdA,pqhx.Uo3RKqdV4RMsp7cBQ,"27,8",10L,"10L   R$ 27,80",4fbKznm1SBK0oo9kp.oM7Q,5NxBZ9bTRE-eMyDi3sVqdA ,5NxBZ9bTRE-eMyDi3sVqdA pqhx.Uo3RKqdV4RMsp7cBQ  ,,10L ,"10L   R$ 27,80_ 20L   R$ 55,50","10L   R$ 27,80
 20L   R$ 55,50",7908439805438,Lixeira C/ Pedal Preta (ARQPLAST),,,,,,
mYaVAd5zQT-kwwLARPavIQ,5NxBZ9bTRE-eMyDi3sVqdA,PPjx1DVjS9utuv5dgjnp0A,"55,5",20L,"20L   R$ 55,50",4fbKznm1SBK0oo9kp.oM7Q,5NxBZ9bTRE-eMyDi3sVqdA ,5NxBZ9bTRE-eMyDi3sVqdA PPjx1DVjS9utuv5dgjnp0A  ,,20L ,"10L   R$ 27,80_ 20L   R$ 55,50","10L   R$ 27,80
 20L   R$ 55,50",7908439804899,Lixeira C/ Pedal Preta (ARQPLAST),,,,,,
4oC77XSmSNiiVoZt2L5kLQ,N3iv3OS1RrmRbVRLlD2Zog,Kfge2covR-2732LlItqWhg,"70,8",30L,"30L   R$ 70,80",4fbKznm1SBK0oo9kp.oM7Q,N3iv3OS1RrmRbVRLlD2Zog ,N3iv3OS1RrmRbVRLlD2Zog Kfge2covR-2732LlItqWhg  ,,30L ,"30L   R$ 70,80_ 60L   R$ 102,20_ 10L   R$ 31,70_ 105L   R$ 182,70","30L   R$ 70,80
 60L   R$ 102,20
 10L   R$ 31,70
 105L   R$ 182,70",7896359009169,Lixeira Casablanca C/ Tampa Basculante (SANREMO),,,,,,
Dop-qzgZT5K2Hd.USZC12Q,N3iv3OS1RrmRbVRLlD2Zog,q-WzjK.gToG2Jz7JvphsXA,"102,2",60L,"60L   R$ 102,20",4fbKznm1SBK0oo9kp.oM7Q,N3iv3OS1RrmRbVRLlD2Zog ,N3iv3OS1RrmRbVRLlD2Zog q-WzjK.gToG2Jz7JvphsXA  ,,60L ,"30L   R$ 70,80_ 60L   R$ 102,20_ 10L   R$ 31,70_ 105L   R$ 182,70","30L   R$ 70,80
 60L   R$ 102,20
 10L   R$ 31,70
 105L   R$ 182,70",7896359007950,Lixeira Casablanca C/ Tampa Basculante (SANREMO),,,,,,
a.Ksn9SZWRGSpNN2mpSBi3g,N3iv3OS1RrmRbVRLlD2Zog,pqhx.Uo3RKqdV4RMsp7cBQ,"31,7",10L,"10L   R$ 31,70",4fbKznm1SBK0oo9kp.oM7Q,N3iv3OS1RrmRbVRLlD2Zog ,N3iv3OS1RrmRbVRLlD2Zog pqhx.Uo3RKqdV4RMsp7cBQ  ,,10L ,"30L   R$ 70,80_ 60L   R$ 102,20_ 10L   R$ 31,70_ 105L   R$ 182,70","30L   R$ 70,80
 60L   R$ 102,20
 10L   R$ 31,70
 105L   R$ 182,70",7896359007943,Lixeira Casablanca C/ Tampa Basculante (SANREMO),,,,,,
kpp3mj1PRd2SWCYwTUQG9g,Cj8153iESMGakp2GCVGUCg,zRCCAGV7SY6np2l8JRZ10A,"12,6","13,6L","13,6L   R$ 12,60",4fbKznm1SBK0oo9kp.oM7Q,Cj8153iESMGakp2GCVGUCg ,Cj8153iESMGakp2GCVGUCg zRCCAGV7SY6np2l8JRZ10A  ,,"13,6L ","13,6L   R$ 12,60_ 7,4L   R$ 10,00","13,6L   R$ 12,60
 7,4L   R$ 10,00",7897848702059,Balde Frisado Preto (PLASNEW),,,,,,
a-YYRkwDzRM2xPcJcuIpK4Q,N3iv3OS1RrmRbVRLlD2Zog,db6ew4.HS9W.xPT68wazAA,"182,7",105L,"105L   R$ 182,70",4fbKznm1SBK0oo9kp.oM7Q,N3iv3OS1RrmRbVRLlD2Zog ,N3iv3OS1RrmRbVRLlD2Zog db6ew4.HS9W.xPT68wazAA  ,,105L ,"30L   R$ 70,80_ 60L   R$ 102,20_ 10L   R$ 31,70_ 105L   R$ 182,70","30L   R$ 70,80
 60L   R$ 102,20
 10L   R$ 31,70
 105L   R$ 182,70",,Lixeira Casablanca C/ Tampa Basculante (SANREMO),,,,,,
tdlxjW44ThubusC9sYppHQ,Cj8153iESMGakp2GCVGUCg,UhLkFS64TbyrrCHPqY21MA,10,"7,4L","7,4L   R$ 10,00",4fbKznm1SBK0oo9kp.oM7Q,Cj8153iESMGakp2GCVGUCg ,Cj8153iESMGakp2GCVGUCg UhLkFS64TbyrrCHPqY21MA  ,,"7,4L ","13,6L   R$ 12,60_ 7,4L   R$ 10,00","13,6L   R$ 12,60
 7,4L   R$ 10,00",7897848702042,Balde Frisado Preto (PLASNEW),,,,,,
RmyhrDFpS.OLE4tEWA4wdQ,7bEwnIcuR9u5gGNHVhexow,gO5Vtjp4RNiOv5vGNwElEg,146,5L,"5L   R$ 146,00",4fbKznm1SBK0oo9kp.oM7Q,7bEwnIcuR9u5gGNHVhexow ,7bEwnIcuR9u5gGNHVhexow gO5Vtjp4RNiOv5vGNwElEg  ,,5L ,"5L   R$ 146,00_ 12L   R$ 186,00","5L   R$ 146,00
 12L   R$ 186,00",7896020682301,Lixeira C/ Pedal Inox 5L Onix (MOR),,,,,,
zWShlsXJTpONAeuq4VJjZA,7bEwnIcuR9u5gGNHVhexow,fRZRrNhIQY-RuERcaio2.g,186,12L,"12L   R$ 186,00",4fbKznm1SBK0oo9kp.oM7Q,7bEwnIcuR9u5gGNHVhexow ,7bEwnIcuR9u5gGNHVhexow fRZRrNhIQY-RuERcaio2.g  ,,12L ,"5L   R$ 146,00_ 12L   R$ 186,00","5L   R$ 146,00
 12L   R$ 186,00",7896020682318,Lixeira C/ Pedal Inox 5L Onix (MOR),,,,,,
5pB6wbV-RtGuK5svAeGG8A,36Y.NgKrSPiNkJVRCIgepA,Q2.R5CiaSym5kOcidEqqRg,"253,3",1un.,"1un.   R$ 253,30",4fbKznm1SBK0oo9kp.oM7Q,36Y.NgKrSPiNkJVRCIgepA ,36Y.NgKrSPiNkJVRCIgepA Q2.R5CiaSym5kOcidEqqRg  ,,1un. ,"1un.   R$ 253,30","1un.   R$ 253,30",,Fruteira Industrial Preta C/ Tampo Madeira (AÇOMIX),,,,,,
nErHV3f.Qiu3vPsBjYTe2Q,Ff9P7p2uSuu6EWTLR4gCDw,iVqLvu3cTjC3zZxIw1bLLA,11,"1,5""","1,5""   R$ 11,00",4fbKznm1SBK0oo9kp.oM7Q,Ff9P7p2uSuu6EWTLR4gCDw ,Ff9P7p2uSuu6EWTLR4gCDw iVqLvu3cTjC3zZxIw1bLLA  ,,"1,5"" ","1,5""   R$ 11,00_ 3""   R$ 16,30","1,5""   R$ 11,00
 3""   R$ 16,30",7898526961348,Espátula de Aço Cromada Cabo de Madeira PLUS (LOTUS),,,,,,
JwWHWkhZRNacBur02tHF1Q,Aeugmp4xTgKqkDNIQhvrQQ,Q2.R5CiaSym5kOcidEqqRg,402,1un.,"1un.   R$ 402,00",4fbKznm1SBK0oo9kp.oM7Q,Aeugmp4xTgKqkDNIQhvrQQ ,Aeugmp4xTgKqkDNIQhvrQQ Q2.R5CiaSym5kOcidEqqRg  ,,1un. ,"1un.   R$ 402,00","1un.   R$ 402,00",,Aspirador de Pó Vertical 2 em 1 VCL C/ 3 Bateria (KARCHER),,,,,,
n5IdMF-yQfSAdQgPDnKPrg,x9hSG9H9SYen8Evc0ckQaA,QqRgJEssRnyXLHtJCWLqTg,9,1M,"1M   R$ 9,00",4fbKznm1SBK0oo9kp.oM7Q,x9hSG9H9SYen8Evc0ckQaA ,x9hSG9H9SYen8Evc0ckQaA QqRgJEssRnyXLHtJCWLqTg  ,,1M ,"1M   R$ 9,00","1M   R$ 9,00",,"Mangueira Plus Siliconada Amarela 3/4 X 3,00MM (BARIFLEX)",,,,,,
vFWbr08YQK6vJK3ag05e8A,cm4sEB8jSVa7LLzb26oX5w,QqRgJEssRnyXLHtJCWLqTg,"5,6",1M,"1M   R$ 5,60",4fbKznm1SBK0oo9kp.oM7Q,cm4sEB8jSVa7LLzb26oX5w ,cm4sEB8jSVa7LLzb26oX5w QqRgJEssRnyXLHtJCWLqTg  ,,1M ,"1M   R$ 5,60","1M   R$ 5,60",,,,,,,,
qc7Jea8mQxyTPnb8ctYGwQ,hRnsApVnQvaRk8PTSk5UGQ,QqRgJEssRnyXLHtJCWLqTg,"7,8",1M,"1M   R$ 7,80",4fbKznm1SBK0oo9kp.oM7Q,hRnsApVnQvaRk8PTSk5UGQ ,hRnsApVnQvaRk8PTSk5UGQ QqRgJEssRnyXLHtJCWLqTg  ,,1M ,"1M   R$ 7,80","1M   R$ 7,80",,"Mangueira Super Jardim Preta 3/4 X 3,00 MM (BARIFLEX)",,,,,,
2S6.n9FvRBKUgs1HLwSr5g,BIxN0MQDST2QUBHvLmvlug,qtkqbMSxS1eNrzLp7VZ8Ug,87,22M,"22M   R$ 87,00",4fbKznm1SBK0oo9kp.oM7Q,BIxN0MQDST2QUBHvLmvlug ,BIxN0MQDST2QUBHvLmvlug qtkqbMSxS1eNrzLp7VZ8Ug  ,,22M ,"22M   R$ 87,00","22M   R$ 87,00",,Mangueira de Jardim Flexível 22M C/ Esguicho Spray (KARCHER),,,,,,
z-BcKpgZRzKGjUL7mLZF2Q,V4T0ilmHTkyFvpd5.lpUhA,QqRgJEssRnyXLHtJCWLqTg,8,1M,"1M   R$ 8,00",4fbKznm1SBK0oo9kp.oM7Q,V4T0ilmHTkyFvpd5.lpUhA ,V4T0ilmHTkyFvpd5.lpUhA QqRgJEssRnyXLHtJCWLqTg  ,,1M ,"1M   R$ 8,00","1M   R$ 8,00",,,,,,,,
w4JWYqZRTLGlvdWTklylMw,9kN8kJ1RRXGRD9CFfYRt.w,QqRgJEssRnyXLHtJCWLqTg,10,1M,"1M   R$ 10,00",4fbKznm1SBK0oo9kp.oM7Q,9kN8kJ1RRXGRD9CFfYRt.w ,9kN8kJ1RRXGRD9CFfYRt.w QqRgJEssRnyXLHtJCWLqTg  ,,1M ,"1M   R$ 10,00","1M   R$ 10,00",,Mangueira PT 250 Trançada Natural 3/4 (BARIFLEX),,,,,,
dY8d1d8gT2qWEtG4TY6A4A,X4BDnUQwSTmC1ZFshYwQyQ,Q2.R5CiaSym5kOcidEqqRg,134,1un.,"1un.   R$ 134,00",4fbKznm1SBK0oo9kp.oM7Q,X4BDnUQwSTmC1ZFshYwQyQ ,X4BDnUQwSTmC1ZFshYwQyQ Q2.R5CiaSym5kOcidEqqRg  ,,1un. ,"1un.   R$ 134,00","1un.   R$ 134,00",,Suporte de Mangueira Giratória S/ Engate (COBERMETAL),,,,,,
bnL9ufxiTquuDcQzmKftdA,fetYc1daQfeBOM38oX0luw,lp3.chIPRESBDBJ7mwZSNQ,"20,8",200ml,"200ml Jasmin
  R$ 20,80",PZOwW1.1ROSiob7KmFoQKw,fetYc1daQfeBOM38oX0luw a.8wJYICVQGWUHfzIaglOig,fetYc1daQfeBOM38oX0luw lp3.chIPRESBDBJ7mwZSNQ a.8wJYICVQGWUHfzIaglOig ,,200ml ,"200ml Jasmin
  R$ 20,80_ 200ml Lavanda  R$ 20,00_ 500ml Lavanda  R$ 31,30_ 500ml Jasmin
  R$ 37,60","200ml Jasmin
  R$ 20,80
 200ml Lavanda  R$ 20,00
 500ml Lavanda  R$ 31,30
 500ml Jasmin
  R$ 37,60",7891035500008,Lustra Moveis (POLIFLOR),a.8wJYICVQGWUHfzIaglOig,"Jasmin
",,,,
0DJ7YSPwSjaNJSJ8lDsKMw,fetYc1daQfeBOM38oX0luw,lp3.chIPRESBDBJ7mwZSNQ,20,200ml,"200ml Lavanda  R$ 20,00",PZOwW1.1ROSiob7KmFoQKw,fetYc1daQfeBOM38oX0luw afep1N0qTIKD33fayENcvA,fetYc1daQfeBOM38oX0luw lp3.chIPRESBDBJ7mwZSNQ afep1N0qTIKD33fayENcvA ,,200ml ,"200ml Jasmin
  R$ 20,80_ 200ml Lavanda  R$ 20,00_ 500ml Lavanda  R$ 31,30_ 500ml Jasmin
  R$ 37,60","200ml Jasmin
  R$ 20,80
 200ml Lavanda  R$ 20,00
 500ml Lavanda  R$ 31,30
 500ml Jasmin
  R$ 37,60",7891035502200,Lustra Moveis (POLIFLOR),afep1N0qTIKD33fayENcvA,Lavanda,,,,
5eXi6AvOQ4WUYPmPjg3xkA,fetYc1daQfeBOM38oX0luw,wOcyDTRuRMaY9Maxl1J38w,"31,3",500ml,"500ml Lavanda  R$ 31,30",PZOwW1.1ROSiob7KmFoQKw,fetYc1daQfeBOM38oX0luw afep1N0qTIKD33fayENcvA,fetYc1daQfeBOM38oX0luw wOcyDTRuRMaY9Maxl1J38w afep1N0qTIKD33fayENcvA ,,500ml ,"200ml Jasmin
  R$ 20,80_ 200ml Lavanda  R$ 20,00_ 500ml Lavanda  R$ 31,30_ 500ml Jasmin
  R$ 37,60","200ml Jasmin
  R$ 20,80
 200ml Lavanda  R$ 20,00
 500ml Lavanda  R$ 31,30
 500ml Jasmin
  R$ 37,60",7891035116544,Lustra Moveis (POLIFLOR),afep1N0qTIKD33fayENcvA,Lavanda,,,,
AMl7kHnnRk2SuGfk2u-i3A,fetYc1daQfeBOM38oX0luw,wOcyDTRuRMaY9Maxl1J38w,"37,6",500ml,"500ml Jasmin
  R$ 37,60",PZOwW1.1ROSiob7KmFoQKw,fetYc1daQfeBOM38oX0luw a.8wJYICVQGWUHfzIaglOig,fetYc1daQfeBOM38oX0luw wOcyDTRuRMaY9Maxl1J38w a.8wJYICVQGWUHfzIaglOig ,,500ml ,"200ml Jasmin
  R$ 20,80_ 200ml Lavanda  R$ 20,00_ 500ml Lavanda  R$ 31,30_ 500ml Jasmin
  R$ 37,60","200ml Jasmin
  R$ 20,80
 200ml Lavanda  R$ 20,00
 500ml Lavanda  R$ 31,30
 500ml Jasmin
  R$ 37,60",7891035501005,Lustra Moveis (POLIFLOR),a.8wJYICVQGWUHfzIaglOig,"Jasmin
",,,,
vGm9LGPMQO-meDKl23NUhQ,0nyYfqiXRyiv4ZRBNyiS3g,XW5uiH1zT9KwBmZOvPcbPg,"13,2",400ml,"400ml   R$ 13,20",PZOwW1.1ROSiob7KmFoQKw,0nyYfqiXRyiv4ZRBNyiS3g ,0nyYfqiXRyiv4ZRBNyiS3g XW5uiH1zT9KwBmZOvPcbPg  ,,400ml ,"400ml   R$ 13,20","400ml   R$ 13,20",,,,,,,,
a.2AIU0wsTHmC69WS71pR4g,lFyiYE6STUq4r86UFUkXyA,Wrx-GAsYQQe-OWT9NcZ6ew,"16,2",5L,"5L  Azul
 R$ 16,20",PZOwW1.1ROSiob7KmFoQKw,lFyiYE6STUq4r86UFUkXyA ,lFyiYE6STUq4r86UFUkXyA Wrx-GAsYQQe-OWT9NcZ6ew  urtYhKd8Q3eqzNC-pkk0jQ,,5L ,"5L  Azul
 R$ 16,20_ 5L  Rosa R$ 16,20","5L  Azul
 R$ 16,20
 5L  Rosa R$ 16,20",7897439889718,Amaciante 5L (POLYMIX),,,,,urtYhKd8Q3eqzNC-pkk0jQ,"Azul
"
j098hmZgTWyelmtokEHizQ,W-H9EocuQPC4WtW1r7iRTA,lp3.chIPRESBDBJ7mwZSNQ,17,200ml,"200ml   R$ 17,00",PZOwW1.1ROSiob7KmFoQKw,W-H9EocuQPC4WtW1r7iRTA ,W-H9EocuQPC4WtW1r7iRTA lp3.chIPRESBDBJ7mwZSNQ  ,,200ml ,"200ml   R$ 17,00","200ml   R$ 17,00",,,,,,,,
8Kxm62QsSKuOuem68fXLDw,hTjh9MbVRhugUnaIgZS3VQ,lrTOa.Z2Q.el9W3JHupxaA,"104,2","1,3M","1,3M   R$ 104,20",Nlfwazk9RPKFunUcFg8mTA,hTjh9MbVRhugUnaIgZS3VQ ,hTjh9MbVRhugUnaIgZS3VQ lrTOa.Z2Q.el9W3JHupxaA  ,,"1,3M ","1,3M   R$ 104,20","1,3M   R$ 104,20",,Laminado Liso Base Cor Preto (KAPAZI),,,,,,
2WfD0djSQ0aHo7VLcFa3iA,Gfd1.KhQRCufWtg8HffATA,DRalxNkdTW-hYAq.k.62ZQ,"37,4",30X70cm,"30X70cm   R$ 37,40",Nlfwazk9RPKFunUcFg8mTA,Gfd1.KhQRCufWtg8HffATA ,Gfd1.KhQRCufWtg8HffATA DRalxNkdTW-hYAq.k.62ZQ  ,,30X70cm ,"30X70cm   R$ 37,40","30X70cm   R$ 37,40",,Tapete Vinil Long 2.0 Welcome Home 30X70CM (KAPAZI),,,,,,
P2PUzx51Syap1OmQQ7W15Q,fqwNOlZaQou99K0kY3d5qQ,u1lf2qIJQEGv1APrV9SGUw,"76,2",43X61cm,"43X61cm   R$ 76,20",Nlfwazk9RPKFunUcFg8mTA,fqwNOlZaQou99K0kY3d5qQ ,fqwNOlZaQou99K0kY3d5qQ u1lf2qIJQEGv1APrV9SGUw  ,,43X61cm ,"43X61cm   R$ 76,20","43X61cm   R$ 76,20",,Tapete Deck P/ Box Preto 43X61CM (KAPAZI),,,,,,
J637dgcfQyepo8Y.rQqyDA,ktRUjbOhTGa2nf3h147hFA,,"106,8",,"  Preto R$ 106,80",Nlfwazk9RPKFunUcFg8mTA,ktRUjbOhTGa2nf3h147hFA ,ktRUjbOhTGa2nf3h147hFA   UP1v2Jx3TbOl7qPc6BHJeA,, ,"  Preto R$ 106,80_   Cinza R$ 117,00","  Preto R$ 106,80
   Cinza R$ 117,00",7909065017493,"Laminado Moeda (Base 2MM) 1,30M (KAPAZI)",,,,,UP1v2Jx3TbOl7qPc6BHJeA,Preto
pjC0XTsZSeiEddATaScwxA,ktRUjbOhTGa2nf3h147hFA,,117,,"  Cinza R$ 117,00",Nlfwazk9RPKFunUcFg8mTA,ktRUjbOhTGa2nf3h147hFA ,ktRUjbOhTGa2nf3h147hFA   PT7ycmH9Q1-j9WBDGGUGxQ,, ,"  Preto R$ 106,80_   Cinza R$ 117,00","  Preto R$ 106,80
   Cinza R$ 117,00",,"Laminado Moeda (Base 2MM) 1,30M (KAPAZI)",,,,,PT7ycmH9Q1-j9WBDGGUGxQ,Cinza
